Package |	License	|Source of License Information|	Comments|	License/Copyright Links/References
libklibc |	BSD-3-Clause, GPL-2+	|openhub.net|	Source package - klibc|	https://www.openhub.net/p/klibc
libkrb5-26-heimdal |	BSD-3-clause	|WICC4D|	part of heimdal -  Heimdal Kerberos|	NA
libkrb5-3 |	MIT	|WICC4D|	Source package - krb5|	NA
libkrb5-dev |	MIT	|WICC4D|	part of kerberos|	NA
libkrb5support0 |	MIT	|WICC4D|	part of krb5|	NA
liblapack3 |	BSD-4-clause	|WICC4D|	part of lapack|	NA
liblapack-dev |	BSD-4-clause	|WICC4D|	part of lapack|	NA
liblcms2-2 |	MIT,GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/l/lcms2/lcms2_2.6-3ubuntu2/copyright
libldap |	Custom	|WICC4D|	NA|	NA
libldap-2.4-2 |	BSD-3-Clause	|WICC4D|	part of openldap|	NA
libldap2-dev |	BSD-3	|WICC4D|	part of openldap|	NA
libllvm3.8 |	NCSA	|openhub.net|	NA|	https://www.openhub.net/p/clang
libllvm4.0 |	BSD-4-Clause, Apache-2.0	|WICC4D|	llvm on WICC4D|	NA
liblmdb0 |	OpenLDAP-2.8	|debian.org|	Source Package LIBLMDB|	http://metadata.ftp-master.debian.org/changelogs/main/l/lmdb/lmdb_0.9.21-1_copyright
liblmdb-dev |	OpenLDAP-2.8	|debian.org|	Source Package LIBLMDB|	http://metadata.ftp-master.debian.org/changelogs/main/l/lmdb/lmdb_0.9.21-1_copyright
liblog4j1.2-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/a/apache-log4j1.2/apache-log4j1.2_1.2.17-7ubuntu1/copyright
liblog4j-extras1.2-java |	Apache license v2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/a/apache-log4j-extras1.2/apache-log4j-extras1.2_1.2.17-1/copyright
liblqr-1-0 |	GPL-3	|ubuntu.com|	NA|	https://github.com/carlobaldassi/liblqr/blob/master/COPYING
libltdl7 |	GPL-2	|WICC4D|	part of libtool|	NA
libltdl-dev |	GPL-2.0	|WICC4D|	Source package - libtool|	NA
liblua5.1-0 |	MIT	|WICC4D|	part of lua|	NA
liblucene4.10-java |	Apache-2.0, BSD-3-clause, BSD, Egothor	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/l/lucene4.10/lucene4.10_4.10.4+dfsg-1/copyright
liblwp-mediatypes-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libl/liblwp-mediatypes-perl/liblwp-mediatypes-perl_6.02-1/copyright
liblwp-protocol-https-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libl/liblwp-protocol-https-perl/liblwp-protocol-https-perl_6.06-2/copyright
liblzma5 |	Public domain, LGPL v2.1 or later, Autoconf	|ubuntu.com|	NA|	Refer "libtk8.6" section
liblzma-dev |	Public domain, LGPL v2.1 or later, Autoconf	|ubuntu.com|	NA|	Refer "libtiff5" section
liblzo2-2 |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/l/lzo2/lzo2_2.08-1.2/copyright
libmagic1 |	BSD-4-Clause	|WICC4D|	part of file|	NA
libmagickcore-6.q16-2 |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/i/imagemagick/imagemagick_6.8.9.9-7ubuntu5.1/copyright
libmagickcore-6.q16-2-extra |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/i/imagemagick/imagemagick_6.8.9.9-7ubuntu5.1/copyright
libmagickcore-6-arch-config |	Apache-2.0	|WICC4D|	part of imagemagick|	NA
libmagickcore-6-headers |	Apache-2.0	|WICC4D|	part of imagemagick|	NA
libmagickwand-6.q16-2 |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/i/imagemagick/imagemagick_6.8.9.9-7ubuntu5.1/copyright
libmagickwand-6-headers |	Apache-2.0	|WICC4D|	part of imagemagick|	NA
libmail-sendmail-perl |	Free Software	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libm/libmail-sendmail-perl/libmail-sendmail-perl_0.79.16-1/copyright
libmailtools-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libm/libmailtools-perl/libmailtools-perl_2.13-1/copyright
libmaven2-core-java |	Apache-2.0, GPL-3+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven2-core/maven2-core_2.2.1-24/copyright
libmaven3-core-java |	Apache-2.0, GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven/maven_3.3.9-3/copyright
libmaven-parent-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven-parent/maven-parent_21-2/copyright
libmcrypt4 |	LGPL-2.2	|WICC4D|	part of libmcrypt|	NA
libmcrypt-dev |	LGPL-2.1	|WICC4D|	part of libmcrypt|	NA
libmirclient9 |	GPL-3, BSD-3 clause, LGPL-3, Apache-2.0, GPL-2, BSD-2 clause	|ubuntu.com|	Different files are licensed differently. Example: Files: include/client/* include/common/* src/client/* src/common/* 3rd_party/android-deps/std/* are LGPL-3, Files: 3rd_party/android-deps/* 3rd_party/android-input/* are Apache 2.0 etc.|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mir/mir_0.21.0+16.04.20160330-0ubuntu1/copyright
libmircommon5 |	GPL-3, BSD-3 clause, LGPL-3, Apache-2.0, GPL-2, BSD-2 clause	|ubuntu.com|	Different files are licensed differently. Example: Files: include/client/* include/common/* src/client/* src/common/* 3rd_party/android-deps/std/* are LGPL-3, Files: 3rd_party/android-deps/* 3rd_party/android-input/* are Apache 2.0 etc.|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mir/mir_0.21.0+16.04.20160330-0ubuntu1/copyright
libmirprotobuf3 |	GPL-3, BSD-3 clause, LGPL-3, Apache-2.0, GPL-2, BSD-2 clause	|ubuntu.com|	Different files are licensed differently. Example: Files: include/client/* include/common/* src/client/* src/common/* 3rd_party/android-deps/std/* are LGPL-3, Files: 3rd_party/android-deps/* 3rd_party/android-input/* are Apache 2.0 etc.|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mir/mir_0.21.0+16.04.20160330-0ubuntu1/copyright
libmnl0 |	GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libm/libmnl/libmnl_1.0.3-5/copyright
libmozjs185-1.0 |	MPL-1.1	|WICC4D|	Upstream name - Spidermonkey|	NA
libmozjs185-dev |	MPL-1.1	|WICC4D|	Upstream name - Spidermonkey|	NA
libmpc3 |	LGPL-2.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mpclib3/mpclib3_1.0.3-1/copyright
libmpdec2 |	BSD, GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mpdecimal/mpdecimal_2.4.2-1/copyright
libmpfr4 |	LGPL-3	|WICC4D|	part of mpfr|	NA
libmtdev1 |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/m/mtdev/mtdev_1.1.5-1ubuntu2/copyright
libmysqlclient18 |	MIT	|WICC4D|	part of libmysqlclient-dev|	NA
libncurses5 |	X11 License	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/u/unzip/unzip_6.0-20ubuntu1/copyright
libncurses5-dev |	MIT	|WICC4D|	part of ncurses|	NA
libnet-http-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libn/libnet-http-perl/libnet-http-perl_6.09-1/copyright
libnetpbm10 |	Artistic-2.0, GPL-2.0+, MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/n/netpbm-free/netpbm-free_10.0-15.3/copyright
libnet-smtp-ssl-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libn/libnet-smtp-ssl-perl/libnet-smtp-ssl-perl_1.03-1/copyright
libnet-ssleay-perl |	Artistic or GPL-1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libn/libnet-ssleay-perl/libnet-ssleay-perl_1.72-1build1/copyright
libnettle4 |	LGPL-2	|ubuntu.com|	Crypto library|	http://changelogs.ubuntu.com/changelogs/pool/main/n/nettle/nettle_2.7.1-1ubuntu0.2/copyright
libnettle6 |	LGPL-3, GPL-2, GPL-3	|WICC4D|	part of Nettle. This is a cryptographic library|	NA
libnetty-3.9-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/n/netty-3.9/netty-3.9_3.9.0.Final-1/copyright
libnfnetlink0 |	GPL-2	|WICC4D|	Source package libnfnetlink|	NA
libnl-genl-3-200 |	GPL-2	|WICC4D|	NA|	Part of: libnl3
libnotify4 |	MIT	|WICC4D|	libnotify|	NA
libnspr4 |	MPL-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/n/nspr/nspr_4.12-0ubuntu0.16.04.1/copyright
libnspr4-dev |	Mozilla Public License version 2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/n/nspr/nspr_4.12-0ubuntu0.16.04.1/copyright
libnss3 |	MPL-2.0	|openhub.net|	nss on openhub.net|	https://www.openhub.net/p/nss
libnss3-nssdb |	MPL-2.0	|openhub.net|	NA|	https://www.openhub.net/p/nss
libnuma1 |	LGPL-2.2	|WICC4D UI|	Source Package libnuma|	NA
libnuma-dev |	LGPL-2.1	|WICC4D UI|	Source Package libnuma|	NA
libobjenesis-java |	Apache-2.0	|WICC4D|	Source package objenesis|	NA
libodbc1 |	LGPL-2.0	|WICC4D|	Upstream-Name: unixODBC|	NA
libogg0 |	BSD-3-Clause	|WICC4D|	 BSD-2-Clause or BSD-3-Clause or BSD-4-Clause as per WICC4d|	NA
libopenexr22 |	BSD-3-Clause	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/o/openexr/openexr_2.2.0-10ubuntu2/copyright
libopenexr-dev |	BSD-3-Clause	|debian.org|	Interpreted License text using https://wild-online.w3ibm.mybluemix.net/|	NA
libopenjpeg5 |	BSD Equivalent	|WICC4D|	Part of openjpeg|	NA
libopenmpi1.6 |	BSD-4-clause	|WICC4D|	part of openmpi|	NA
libopenmpi-dev |	BSD-4-clause	|WICC4D|	part of openmpi|	NA
liborbit-2-0 |	Apache-2.0	|WICC4D|	part of orbit|	NA
liborc-0.4-0 |	Apache-2.0	|WICC4D|	part of orc|	NA
libosgi-annotation-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libosgi-annotation-java/filelist
libosgi-core-java |	Apache-2.0	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/all/libosgi-core-java/filelist
libp11-kit0 |	BSD-4-Clause	|WICC4D|	Source package p11-kit|	NA
libp11-kit-dev |	BSD-4-clause	|WICC4D|	NA|	NA
libpam0g-dev |	BSD-4-clause	|WICC4D|	part of pam|	NA
libpam-systemd |	LGPL-2.1+, CC0, GPL-2, GPL-2+, Expat, public-domain, 	|ubuntu.com|	Different files are licensed differently. Example: Files: * LGPL-2.1+, Files: src/basic/siphash24.h are CC0 etc.|	http://changelogs.ubuntu.com/changelogs/pool/main/s/systemd/systemd_229-4ubuntu10/copyright
libpango |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/pango1.0/pango1.0_1.38.1-1/copyright
libpango-1.0-0 |	LGPL-2	|WICC4D|	part of pango |	NA
libpango1.0-dev |	LGPL-2	|WICC4D|	part of pango|	NA
libpangocairo |	GPL-2	|ubuntu.com|	NA|	NA
libpangocairo-1.0-0 |	LGPL-2	|WICC4D|	part of pango |	NA
libpangoft2 |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/pango1.0/pango1.0_1.38.1-1/copyright
libpangoft2-1.0-0 |	LGPL-2	|WICC4D|	part of pango |	NA
libpangoxft-1.0-0 |	LGPL-2	|WICC4D|	part of pango|	NA
libpaper1 |	GPL-2	|WICC4D|	NA|	NA
libpaper-utils |	GPL-2	|WICC4D|	part of libpaper|	NA
libpathplan4 |	EPL-1.0 ,MIT	|WICC4D|	part of graphviz|	NA
libpcap0.8 |	BSD-Equivalent	|WICC4D UI|	Source Package libcap|	NA
libpci3 |	GPL-2	|WICC4D|	part of pciutils|	NA
libpciaccess0 |	Custom, XFree86	|ubuntu.com|	No clear-cut licensing information|	http://changelogs.ubuntu.com/changelogs/pool/main/libp/libpciaccess/libpciaccess_0.13.4-1/copyright
libpci-dev |	GPL-2	|WICC4D|	part of pciutils|	NA
libpcre16-3 |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/pcre3/pcre3_8.38-3.1/copyright
libpcre3 |	BSD	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/pcre3/pcre3_8.38-3.1/copyright
libpcre32-3 |	BSD-4-Clause	|WICC4D|	source package pcre|	NA
libpcre3-dev |	BSD-4-clause	|WICC4D|	part of pcre|	NA
libpcrecpp0 |	BSD-4-clause	|WICC4D|	part of pcre|	NA
libpcrecpp0v5 |	BSD-Equivalent, PCRE , Google Inc	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/pcre3/pcre3_8.38-3.1/copyright
libpcsclite1 |	Apple Public Source License	|WICC4D|	part of pcsc-lite |	NA
libperl5.22 |	Artistic-1.0	|WICC4D|	Source package perl|	NA
libpipeline1 |	GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libp/libpipeline/libpipeline_1.4.1-2/copyright
libpixman |	MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/pixman/pixman_0.33.6-1/copyright
libpixman-1-0 |	MIT	|WICC4D|	part of pixman |	NA
libpixman-1-dev |	MIT	|WICC4D|	part of pixman|	NA
libplexus-ant-factory-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-ant-factory/plexus-ant-factory_1.0~alpha2.1-3/copyright
libplexus-archiver-java |	MIT, Apache 2.0 	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-archiver/plexus-archiver_2.2-1/copyright
libplexus-bsh-factory-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-bsh-factory/plexus-bsh-factory_1.0~alpha7-3.1/copyright
libplexus-cipher-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-cipher/plexus-cipher_1.7-1/copyright
libplexus-classworlds2-java |	Apache-2.0, Apache-1.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-classworlds2/plexus-classworlds2_2.5.2-1/copyright
libplexus-classworlds-java |	GPL-2, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-classworlds/plexus-classworlds_1.5.0-5/copyright
libplexus-cli-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-cli/plexus-cli_1.2-5/copyright
libplexus-component-annotations-java |	Apache-2.0, MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-containers1.5/plexus-containers1.5_1.6-2/copyright
libplexus-component-metadata-java |	Apache-2.0, MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-containers1.5/plexus-containers1.5_1.6-2/copyright
libplexus-container-default1.5-java |	Apache-2.0, MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-containers1.5/plexus-containers1.5_1.6-2/copyright
libplexus-container-default-java |	GPL-2, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-container-default/plexus-container-default_1.0-alpha-9-stable-1-7/copyright
libplexus-containers1.5-java |	Apache-2.0, MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-containers1.5/plexus-containers1.5_1.6-2/copyright
libplexus-containers-java |	Apache-2.0, MIT	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-containers/plexus-containers_1.0~beta3.0.7-8/copyright
libplexus-interactivity-api-java |	GPL-2, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-interactivity-api/plexus-interactivity-api_1.0-alpha-6-7/copyright
libplexus-interpolation-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-interpolation/plexus-interpolation_1.21-1/copyright
libplexus-io-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-io/plexus-io_1.0~alpha5-2/copyright
libplexus-sec-dispatcher-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-sec-dispatcher/plexus-sec-dispatcher_1.3.1-6/copyright
libplexus-utils2-java |	Apache-2.0	|WICC4D|	Source package plexus-utils|	NA
libplexus-utils-java |	Apache-2.0	|WICC4D|	Source package plexus-utils|	NA
libpng12 |	GPL-2+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libp/libpng/libpng_1.2.54-1ubuntu1/copyright
libpng12-0 |	BSD-3-Clause	|WICC4D|	part of libpng - BSD-2-Clause or BSD-3-Clause or BSD-4-Clause as per WICC4d|	NA
libpng12-dev |	BSD-4-clause	|WICC4D|	part of libpng|	NA
libpolkit-agent-1-0 |	Apache-2.0, LGPL-2.0	|ubuntu.com|	Different files are licensed differently. For example Files: test/* are LGPL-2.0 while Files: test/mocklibc/src/ are Apache-2.0|	http://changelogs.ubuntu.com/changelogs/pool/main/p/policykit-1/policykit-1_0.105-14.1/copyright
libpolkit-backend-1-0 |	Apache-2.0, LGPL-2.0	|ubuntu.com|	Different files are licensed differently. For example Files: test/* are LGPL-2.0 while Files: test/mocklibc/src/ are Apache-2.0|	http://changelogs.ubuntu.com/changelogs/pool/main/p/policykit-1/policykit-1_0.105-14.1/copyright
libpolkit-gobject-1-0 |	Apache-2.0, LGPL-2.0	|ubuntu.com|	Different files are licensed differently. For example Files: test/* are LGPL-2.0 while Files: test/mocklibc/src/ are Apache-2.0|	http://changelogs.ubuntu.com/changelogs/pool/main/p/policykit-1/policykit-1_0.105-14.1/copyright
libpopt0 |	MIT	|WICC4D|	part of popt |	NA
libpq5 |	BSD-4-Clause	|WICC4D|	part of PostgreSQL|	NA
libprotobuf9 |	BSD-Equivalent	|WICC4D UI|	NA|	NA
libprotobuf-dev  |	BSD-Equivalent	|WICC4D UI|	source package libprotobuf|	NA
libprotobuf-lite9 |	BSD-Equivalent	|WICC4D UI|	Source Package libprotobuf|	NA
libprotobuf-lite9v5 |	BSD-3-Clause	|WICC4D|	NA|	NA
libprotoc9 |	Apache-2.0	|WICC4D UI|	Source Package Protoc|	NA
libproxy1v5 |	LGPL-2.1, GPL	|ubuntu.com|	Can be redistributed under LGPL-2.1, debian packaging is licensed under GPL|	http://changelogs.ubuntu.com/changelogs/pool/main/libp/libproxy/libproxy_0.4.11-5ubuntu1/copyright
libpthread-stubs0-dev |	MIT Equivalent	|WICC4D|	part of  libpthread-stubs|	NA
libpulse0 |	LGPL	|openhub.net|	part of pulseaudio |	https://www.openhub.net/p/pulseaudio
libpython2.7 |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2	|ubuntu.com|	Python 3.5.2 is shown as approved on WICC4D for various license types including Apache 2.0 and Python 2.0|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python2.7/python2.7_2.7.12-1ubuntu0~16.04.1/copyright
libpython2.7-dev |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2	|ubuntu.com|	Python 3.5.2 is shown as approved on WICC4D for various license types including Apache 2.0 and Python 2.0|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python2.7/python2.7_2.7.12-1ubuntu0~16.04.1/copyright
libpython2.7-minimal |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2	|WICC4D|	NA|	NA
libpython2.7-stdlib |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/ppc64el/libpython2.7-stdlib/filelist
libpython3.5-minimal |	Apache-2.0	|WICC4D|	part of python |	NA
libpython3.5-stdlib |	Apache-2.0	|WICC4D|	part of  python |	NA
libpython3-stdlib |	GPL,Python 2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/p/python3-defaults/python3-defaults_3.5.1-3/copyright
libpython-dev |	Python-2.0, Apache-2.0, GPL-3.0, BSD-Clause-4	|WICC4D UI|	Source Package Python|	NA
libpython-stdlib |	PYTHON SOFTWARE FOUNDATION LICENSE VERSION 2	|WICC4D|	NA|	NA
libqb0 |	LGPL-2.1+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libq/libqb/libqb_0.17.2.real-6ubuntu1/copyright
libqdox2-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/q/qdox2/qdox2_2.0~M3-2/copyright
libqdox-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/q/qdox/qdox_1.12.1-1/copyright
libqt5core5a |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5dbus5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5gui5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5network5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5opengl5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5printsupport5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5qml5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5quick5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5sql5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5svg5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5webkit5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libqt5widgets5 |	LGPL-2.1	|WICC4D|	part of qt  library (ver. 5.x)|	NA
libquorum5 |	BSD-4-Clause-UC	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/c/corosync/corosync_2.3.5-3ubuntu1/copyright
librdmacm1 |	BSD-2-Clause, GPL-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/libr/librdmacm/librdmacm_1.0.21-1/copyright
libreadline6 |	GPL-3	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/r/readline6/readline6_6.3-8ubuntu2/copyright
libreadline6-dev |	LGPL-3	|WICC4D|	part of readline|	NA
libreadline-dev |	LGPL-3	|WICC4D|	part of readline|	NA
librest-0.7-0 |	LGPL-2.1, GPL-2+	|ubuntu.com|	Different files are licensed differently. Files: * under LGPL-2.1, Files: compile under GPL-2+ and so on|	http://changelogs.ubuntu.com/changelogs/pool/main/libr/librest/librest_0.7.93-1/copyright
libroken18-heimdal |	BSD-3-clause	|WICC4D|	part of heimdal kerberos|	NA
librsvg2-2 |	LGPL-2.0, GPL-2+	|ubuntu.com|	Different files are licensed differently. Files: * under LGPL-2.0, Files: tests/pdiff/* under GPL-2.0+ |	http://changelogs.ubuntu.com/changelogs/pool/main/libr/librsvg/librsvg_2.40.13-3/copyright
librsvg2-common |	LGPL-2.0, GPL-2+	|ubuntu.com|	Different files are licensed differently. Files: * under LGPL-2.0, Files: tests/pdiff/* under GPL-2.0+ |	http://changelogs.ubuntu.com/changelogs/pool/main/libr/librsvg/librsvg_2.40.13-3/copyright
librtmp0 |	GPL-2	|source code|	part of rtmpdump|	http://rtmpdump.mplayerhq.hu/
librtmp1 |	GPL-2	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/r/rtmpdump/rtmpdump_2.4+20151223.gitfa8646d-1build1/copyright
librtmp-dev |	GPL-2	|source code|	part of rtmpdump|	http://rtmpdump.mplayerhq.hu/
libruby2.3 |	GPL-2.0+, Ruby	|ubuntu.com|	NA|	http://packages.ubuntu.com/xenial/ppc64el/libruby2.3/filelist
libsane |	GPL-2+ with sane exception, GPL-2+, Artistic, LGPL-2.1+, GPL-2, LGPL-2.1+, GFDL-1.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/s/sane-backends/sane-backends_1.0.25+git20150528-1ubuntu2/copyright
libsane-common |	GPL-2+ with sane exception, GPL-2+, Artistic, LGPL-2.1+, GPL-2, LGPL-2.1+, GFDL-1.1	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/s/sane-backends/sane-backends_1.0.25+git20150528-1ubuntu2/copyright
libsasl2-2 |	BSD Equivalent	|WICC4D|	part of cyrus-sasl|	NA
libsasl2-modules |	BSD Equivalent	|WICC4D|	part of cyrus-sasl|	NA
libsasl2-modules-db |	BSD Equivalent	|WICC4D|	part of cyrus-sasl|	NA
libsctp1 |	GPL-2.0+, LGPL-2.1+, BSD-3-clause	|ubuntu.com|	Different files are licensed differently. Example: Files: src/lib/* are under LGPL-2.1+ and so on|	http://changelogs.ubuntu.com/changelogs/pool/main/l/lksctp-tools/lksctp-tools_1.0.16+dfsg-3/copyright
libsensors4  |	GPL-2.0+	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/main/l/lm-sensors/lm-sensors_3.4.0-2/copyright
libservlet2.5-java |	Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/t/tomcat6/tomcat6_6.0.45+dfsg-1/copyright
libservlet3.0-java |	Apache-2.0	|WICC4D|	part of Tomcat |	NA
libservlet3.1-java |	Apache-2.0	|WICC4D|	Upstream name - Apache Tomcat 8|	NA
libsigsegv2 |	GPL-2	|WICC4D|	NA|	NA
libsisu-inject-java |	EPL-1.0, BSD-3-clause, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/s/sisu-inject/sisu-inject_0.3.2-1/copyright
libsisu-plexus-java |	EPL-1.0, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/s/sisu-plexus/sisu-plexus_0.3.2-1/copyright
libslf4j-java |	MIT, Apache-2.0	|ubuntu.com|	NA|	http://changelogs.ubuntu.com/changelogs/pool/universe/libs/libslf4j-java/libslf4j-java_1.7.14-3/copyright
libsm6 |	MIT	|WICC4D|	part of libsm |	NA
libsm-dev |	MIT	|WICC4D|	part of libsm |	NA
libsnappy1v5 |	GPL, MIT-Equivalent, Google Inc., Apache-2.0	|WICC4D UI|	Source Package Snappy|	NA
